level_0,index,DOI,Name,Temperature,proton conductivity,RH,Ea,Guest,NOTE,Water Adsorption(cm^3/g),g/g,mol/mol,weight,wt%
13,13,10.1021/acsaem.1c01541,RUBTAK,313.2135396,2.2e-06,98.0,0.53,,UiO-66,480.0,,,,
14,14,10.1021/acsaem.1c01541,RUBTAK,302.8339198,9.87e-07,98.0,0.53,,UiO-66,480.0,,,,
15,15,10.1021/acsaem.1c01541,RUBTAK,303.0,1.04e-08,40.2955,,,UiO-66,202.0,,,,
16,16,10.1021/acsaem.1c01541,RUBTAK,303.0,1.63e-08,50.2448,,,UiO-66,221.0,,,,
17,17,10.1021/acsaem.1c01541,RUBTAK,303.0,1.75e-08,60.194,,,UiO-66,240.0,,,,
18,18,10.1021/acsaem.1c01541,RUBTAK,303.0,1.88e-08,70.1433,,,UiO-66,253.0,,,,
19,19,10.1021/acsaem.1c01541,RUBTAK,303.0,5e-08,80.0806,,,UiO-66,316.0,,,,
20,20,10.1021/acsaem.1c01541,RUBTAK,303.0,1.41e-07,90.2955,,,UiO-66,385.0,,,,
21,21,10.1021/acsaem.1c01541,RUBTAK,303.0,1.16e-06,97.7284,,,UiO-66,480.0,,,,
22,22,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,373.0,0.00044,0.0,0.23,formamidine,,0.0,,,,
23,23,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,383.0,0.0005,0.0,0.23,formamidine,,0.0,,,,
24,24,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,393.0,0.00059,0.0,0.23,formamidine,,0.0,,,,
25,25,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,403.0,0.0007,0.0,0.23,formamidine,,0.0,,,,
26,26,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,413.0,0.00078,0.0,0.23,formamidine,,0.0,,,,
27,27,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,373.0,9.7e-07,0.0,0.54,methylamine,,0.0,,,,
28,28,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,383.0,1.5e-06,0.0,0.54,methylamine,,0.0,,,,
29,29,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,393.0,2.2e-06,0.0,0.54,methylamine,,0.0,,,,
30,30,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,403.0,3.3e-06,0.0,0.54,methylamine,,0.0,,,,
31,31,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,413.0,4.4e-06,0.0,0.54,methylamine,,0.0,,,,
32,32,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,298.0,0.00022,30.0,0.55,formamidine,,78.0,,,,
33,33,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,303.0,0.00035,30.0,0.55,formamidine,,78.0,,,,
34,34,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,313.0,0.0007,30.0,0.55,formamidine,,78.0,,,,
35,35,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,323.0,0.0011,30.0,0.55,formamidine,,78.0,,,,
36,36,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,333.0,0.002,30.0,0.55,formamidine,,78.0,,,,
37,37,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,298.0,0.0012,50.0,0.31,formamidine,,132.0,,,,
38,38,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,303.0,0.0015,50.0,0.31,formamidine,,132.0,,,,
39,39,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,313.0,0.0022,50.0,0.31,formamidine,,132.0,,,,
40,40,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,323.0,0.0033,50.0,0.31,formamidine,,132.0,,,,
41,41,10.1021/acsaem.2c03518,CPO-27-Mg-NCSFA,333.0,0.0036,50.0,0.31,formamidine,,132.0,,,,
42,42,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,298.0,0.00056,50.0,0.47,methylamine,,116.0,,,,
43,43,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,303.0,0.00084,50.0,0.47,methylamine,,116.0,,,,
44,44,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,313.0,0.0014,50.0,0.47,methylamine,,116.0,,,,
45,45,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,323.0,0.0023,50.0,0.47,methylamine,,116.0,,,,
46,46,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,333.0,0.0035,50.0,0.47,methylamine,,116.0,,,,
47,47,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,298.0,0.0018,60.0,0.34,methylamine,,272.0,,,,
48,48,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,303.0,0.0022,60.0,0.34,methylamine,,272.0,,,,
49,49,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,313.0,0.0032,60.0,0.34,methylamine,,272.0,,,,
50,50,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,323.0,0.0046,60.0,0.34,methylamine,,272.0,,,,
51,51,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,333.0,0.007,60.0,0.34,methylamine,,272.0,,,,
52,52,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,298.0,0.0038,70.0,0.27,methylamine,,404.0,,,,
53,53,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,303.0,0.0046,70.0,0.27,methylamine,,404.0,,,,
54,54,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,313.0,0.006,70.0,0.27,methylamine,,404.0,,,,
55,55,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,323.0,0.0084,70.0,0.27,methylamine,,404.0,,,,
56,56,10.1021/acsaem.2c03518,CPO-27-Mg-NCSMA,333.0,0.01,70.0,0.27,methylamine,,404.0,,,,
106,106,10.1021/acsami.1c06346,CPO-27-Mg-NCS,298.0,7e-05,30.0,0.3,NH3,,,,,,
107,107,10.1021/acsami.1c06346,CPO-27-Mg-NCS,303.0,8.7e-05,30.0,0.3,NH3,,,,,,
108,108,10.1021/acsami.1c06346,CPO-27-Mg-NCS,313.0,0.00014,30.0,0.3,NH3,,,,,,
109,109,10.1021/acsami.1c06346,CPO-27-Mg-NCS,323.0,0.00016,30.0,0.3,NH3,,,,,,
110,110,10.1021/acsami.1c06346,CPO-27-Mg-NCS,298.0,0.00026,45.0,0.23,NH3,,,,,,
111,111,10.1021/acsami.1c06346,CPO-27-Mg-NCS,303.0,0.00033,45.0,0.23,NH3,,,,,,
112,112,10.1021/acsami.1c06346,CPO-27-Mg-NCS,313.0,0.00045,45.0,0.23,NH3,,,,,,
113,113,10.1021/acsami.1c06346,CPO-27-Mg-NCS,323.0,0.00053,45.0,0.23,NH3,,,,,,
114,114,10.1021/acsami.1c06346,CPO-27-Mg-NCS,333.0,0.00062,45.0,0.23,NH3,,,,,,
115,115,10.1021/acsami.1c06346,CPO-27-Mg-NCS,298.0,0.00068,60.0,0.17,NH3,,,,,,
116,116,10.1021/acsami.1c06346,CPO-27-Mg-NCS,303.0,0.00074,60.0,0.17,NH3,,,,,,
117,117,10.1021/acsami.1c06346,CPO-27-Mg-NCS,313.0,0.00087,60.0,0.17,NH3,,,,,,
118,118,10.1021/acsami.1c06346,CPO-27-Mg-NCS,323.0,0.0011,60.0,0.17,NH3,,,,,,
119,119,10.1021/acsami.1c06346,CPO-27-Mg-NCS,333.0,0.0012,60.0,0.17,NH3,,,,,,
120,120,10.1021/acsami.1c06346,CPO-27-Mg-NCS,298.0,0.0031,75.0,0.15,NH3,,,,,,
121,121,10.1021/acsami.1c06346,CPO-27-Mg-NCS,303.0,0.0033,75.0,0.15,NH3,,,,,,
122,122,10.1021/acsami.1c06346,CPO-27-Mg-NCS,313.0,0.0038,75.0,0.15,NH3,,,,,,
123,123,10.1021/acsami.1c06346,CPO-27-Mg-NCS,323.0,0.0045,75.0,0.15,NH3,,,,,,
124,124,10.1021/acsami.1c06346,CPO-27-Mg-NCS,333.0,0.0051,75.0,0.15,NH3,,,,,,
125,125,10.1021/acsami.1c06346,CPO-27-Mg-NCS,298.0,0.0039,90.0,0.26,NH3,,,,,,
126,126,10.1021/acsami.1c06346,CPO-27-Mg-NCS,303.0,0.0046,90.0,0.26,NH3,,,,,,
127,127,10.1021/acsami.1c06346,CPO-27-Mg-NCS,313.0,0.0048,90.0,0.26,NH3,,,,,,
128,128,10.1021/acsami.1c06346,CPO-27-Mg-NCS,323.0,0.0082,90.0,0.26,NH3,,,,,,
129,129,10.1021/acsami.1c06346,CPO-27-Mg-NCS,333.0,0.01,90.0,0.26,NH3,,,,,,
146,146,10.1021/acsami.1c09001,UXIQOJ,298.0,0.000957,95.0,,,Ni-MOF,,,,,
147,147,10.1021/acsami.1c09001,UXIQOJ,303.0,0.00108,95.0,,,Ni-MOF,,,,,
148,148,10.1021/acsami.1c09001,UXIQOJ,308.0,0.00126,95.0,,,Ni-MOF,,,,,
149,149,10.1021/acsami.1c09001,UXIQOJ,313.0,0.00187,95.0,,,Ni-MOF,,,,,
150,150,10.1021/acsami.1c09001,UXIQOJ,318.0,0.00239,95.0,,,Ni-MOF,,,,,
151,151,10.1021/acsami.1c09001,UXIQOJ,323.0,0.00391,95.0,,,Ni-MOF,,,,,
152,152,10.1021/acsami.1c09001,UXIQOJ,328.0,0.00478,95.0,,,Ni-MOF,,,,,
153,153,10.1021/acsami.8b18891,PIWWAW,298.0,8.32e-08,68.0,1.32,,,179.04800813531622,0.144,,,
154,154,10.1021/acsami.8b18891,PIWWAW,308.0,1.04e-07,68.0,1.32,,,179.04800813531622,0.144,,,
155,155,10.1021/acsami.8b18891,PIWWAW,313.0,1.43e-07,68.0,1.32,,,179.04800813531622,0.144,,,
156,156,10.1021/acsami.8b18891,PIWWAW,323.0,2.24e-07,68.0,1.32,,,179.04800813531622,0.144,,,
157,157,10.1021/acsami.8b18891,PIWWAW,333.0,3.21e-07,68.0,1.32,,,179.04800813531622,0.144,,,
158,158,10.1021/acsami.8b18891,PIWWAW,343.0,7.25e-07,68.0,1.32,,,179.04800813531622,0.144,,,
159,159,10.1021/acsami.8b18891,PIWWAW,353.0,4.91e-06,68.0,1.32,,,179.04800813531622,0.144,,,
160,160,10.1021/acsami.8b18891,PIWWAW,358.0,9.36e-06,68.0,1.32,,,179.04800813531622,0.144,,,
161,161,10.1021/acsami.8b18891,PIWWAW,363.0,1.92e-05,68.0,1.32,,,179.04800813531622,0.144,,,
162,162,10.1021/acsami.8b18891,PIWWAW,368.0,5.6e-05,68.0,1.32,,,179.04800813531622,0.144,,,
163,163,10.1021/acsami.8b18891,PIWWAW,373.0,7.16e-05,68.0,1.32,,,179.04800813531622,0.144,,,
164,164,10.1021/acsami.8b18891,PIWWAW,298.0,1.35e-06,75.0,,,,182.77817497146864,0.147,,,
165,165,10.1021/acsami.8b18891,PIWWAW,308.0,2.45e-06,75.0,,,,182.77817497146864,0.147,,,
166,166,10.1021/acsami.8b18891,PIWWAW,313.0,5.04e-06,75.0,,,,182.77817497146864,0.147,,,
167,167,10.1021/acsami.8b18891,PIWWAW,323.0,9.53e-06,75.0,,,,182.77817497146864,0.147,,,
168,168,10.1021/acsami.8b18891,PIWWAW,333.0,1.36e-05,75.0,,,,182.77817497146864,0.147,,,
169,169,10.1021/acsami.8b18891,PIWWAW,343.0,1.75e-05,75.0,,,,182.77817497146864,0.147,,,
170,170,10.1021/acsami.8b18891,PIWWAW,353.0,2.62e-05,75.0,,,,182.77817497146864,0.147,,,
171,171,10.1021/acsami.8b18891,PIWWAW,358.0,3.63e-05,75.0,,,,182.77817497146864,0.147,,,
172,172,10.1021/acsami.8b18891,PIWWAW,363.0,5.25e-05,75.0,,,,182.77817497146864,0.147,,,
173,173,10.1021/acsami.8b18891,PIWWAW,368.0,8.16e-05,75.0,,,,182.77817497146864,0.147,,,
174,174,10.1021/acsami.8b18891,PIWWAW,373.0,0.000112,75.0,,,,182.77817497146864,0.147,,,
175,175,10.1021/acsami.8b18891,PIWWAW,298.0,3.87e-06,85.0,,,,188.99511969838932,0.152,,,
176,176,10.1021/acsami.8b18891,PIWWAW,308.0,6.14e-06,85.0,,,,188.99511969838932,0.152,,,
177,177,10.1021/acsami.8b18891,PIWWAW,313.0,9.15e-06,85.0,,,,188.99511969838932,0.152,,,
178,178,10.1021/acsami.8b18891,PIWWAW,323.0,1.45e-05,85.0,,,,188.99511969838932,0.152,,,
179,179,10.1021/acsami.8b18891,PIWWAW,333.0,4.06e-05,85.0,,,,188.99511969838932,0.152,,,
180,180,10.1021/acsami.8b18891,PIWWAW,343.0,5.28e-05,85.0,,,,188.99511969838932,0.152,,,
181,181,10.1021/acsami.8b18891,PIWWAW,353.0,6.47e-05,85.0,,,,188.99511969838932,0.152,,,
182,182,10.1021/acsami.8b18891,PIWWAW,358.0,8.98e-05,85.0,,,,188.99511969838932,0.152,,,
183,183,10.1021/acsami.8b18891,PIWWAW,363.0,0.000174,85.0,,,,188.99511969838932,0.152,,,
184,184,10.1021/acsami.8b18891,PIWWAW,368.0,0.000204,85.0,,,,188.99511969838932,0.152,,,
185,185,10.1021/acsami.8b18891,PIWWAW,373.0,0.000302,85.0,,,,188.99511969838932,0.152,,,
186,186,10.1021/acsami.8b18891,PIWWAW,298.0,5.21e-06,93.0,,,,195.21206442531007,0.157,,,
187,187,10.1021/acsami.8b18891,PIWWAW,308.0,1.15e-05,93.0,,,,195.21206442531007,0.157,,,
188,188,10.1021/acsami.8b18891,PIWWAW,313.0,1.52e-05,93.0,,,,195.21206442531007,0.157,,,
189,189,10.1021/acsami.8b18891,PIWWAW,323.0,2.55e-05,93.0,,,,195.21206442531007,0.157,,,
190,190,10.1021/acsami.8b18891,PIWWAW,333.0,2.99e-05,93.0,,,,195.21206442531007,0.157,,,
191,191,10.1021/acsami.8b18891,PIWWAW,343.0,5.99e-05,93.0,,,,195.21206442531007,0.157,,,
192,192,10.1021/acsami.8b18891,PIWWAW,353.0,8.11e-05,93.0,,,,195.21206442531007,0.157,,,
193,193,10.1021/acsami.8b18891,PIWWAW,358.0,0.000124,93.0,,,,195.21206442531007,0.157,,,
194,194,10.1021/acsami.8b18891,PIWWAW,363.0,0.0003,93.0,,,,195.21206442531007,0.157,,,
195,195,10.1021/acsami.8b18891,PIWWAW,368.0,0.000392,93.0,,,,195.21206442531007,0.157,,,
196,196,10.1021/acsami.8b18891,PIWWAW,373.0,0.000567,93.0,,,,195.21206442531007,0.157,,,
197,197,10.1021/acsami.8b18891,PIWWAW,298.0,1.13e-05,98.0,0.35,,,195.21206442531007,0.157,,,
198,198,10.1021/acsami.8b18891,PIWWAW,308.0,2.17e-05,98.0,0.35,,,195.21206442531007,0.157,,,
199,199,10.1021/acsami.8b18891,PIWWAW,313.0,3.75e-05,98.0,0.35,,,195.21206442531007,0.157,,,
200,200,10.1021/acsami.8b18891,PIWWAW,323.0,5.48e-05,98.0,0.35,,,195.21206442531007,0.157,,,
201,201,10.1021/acsami.8b18891,PIWWAW,333.0,6.25e-05,98.0,0.35,,,195.21206442531007,0.157,,,
202,202,10.1021/acsami.8b18891,PIWWAW,343.0,7.68e-05,98.0,0.35,,,195.21206442531007,0.157,,,
203,203,10.1021/acsami.8b18891,PIWWAW,353.0,0.000109,98.0,0.35,,,195.21206442531007,0.157,,,
204,204,10.1021/acsami.8b18891,PIWWAW,358.0,0.000146,98.0,0.35,,,195.21206442531007,0.157,,,
205,205,10.1021/acsami.8b18891,PIWWAW,363.0,0.000319,98.0,0.35,,,195.21206442531007,0.157,,,
206,206,10.1021/acsami.8b18891,PIWWAW,368.0,0.000632,98.0,0.35,,,195.21206442531007,0.157,,,
207,207,10.1021/acsami.8b18891,PIWWAW,373.0,0.00104,98.0,0.35,,,195.21206442531007,0.157,,,
222,222,10.1021/acsami.9b23356,YULCIU,308.0,2.7e-06,98.0,0.95,,FJU-82-Co,,,,,
223,223,10.1021/acsami.9b23356,YULCIU,313.0,7e-06,98.0,0.95,,FJU-82-Co,,,,,
224,224,10.1021/acsami.9b23356,YULCIU,318.0,1.57e-05,98.0,0.95,,FJU-82-Co,,,,,
225,225,10.1021/acsami.9b23356,YULCIU,323.0,3.5e-05,98.0,0.95,,FJU-82-Co,,,,,
226,226,10.1021/acsami.9b23356,YULCIU,328.0,5.35e-05,98.0,0.95,,FJU-82-Co,,,,,
227,227,10.1021/acsami.9b23356,YULCIU,333.0,7.4e-05,98.0,0.95,,FJU-82-Co,,,,,
228,228,10.1021/acsami.9b23356,YULCOA,308.0,2.32e-07,98.0,0.46,,FJU-82-Zn,,,,,
229,229,10.1021/acsami.9b23356,YULCOA,313.0,2.6e-07,98.0,0.46,,FJU-82-Zn,,,,,
230,230,10.1021/acsami.9b23356,YULCOA,318.0,2.97e-07,98.0,0.46,,FJU-82-Zn,,,,,
231,231,10.1021/acsami.9b23356,YULCOA,323.0,3.87e-07,98.0,0.46,,FJU-82-Zn,,,,,
232,232,10.1021/acsami.9b23356,YULCOA,328.0,4.67e-07,98.0,0.46,,FJU-82-Zn,,,,,
233,233,10.1021/acsami.9b23356,YULCOA,333.0,5.8e-07,98.0,0.46,,FJU-82-Zn,,,,,
234,234,10.1021/acsomega.1c00574,HAWGUL,333.0,5.96e-06,68.0,,,2 Ni,,,,,
235,235,10.1021/acsomega.1c00574,HAWGUL,343.0,8.08e-06,68.0,,,2 Ni,,,,,
236,236,10.1021/acsomega.1c00574,HAWGUL,353.0,1.12e-05,68.0,,,2 Ni,,,,,
237,237,10.1021/acsomega.1c00574,HAWGUL,363.0,1.54e-05,68.0,,,2 Ni,,,,,
238,238,10.1021/acsomega.1c00574,HAWGUL,333.0,6.88e-06,75.0,,,2 Ni,,,,,
239,239,10.1021/acsomega.1c00574,HAWGUL,343.0,8.87e-06,75.0,,,2 Ni,,,,,
240,240,10.1021/acsomega.1c00574,HAWGUL,353.0,1.46e-05,75.0,,,2 Ni,,,,,
241,241,10.1021/acsomega.1c00574,HAWGUL,363.0,1.99e-05,75.0,,,2 Ni,,,,,
242,242,10.1021/acsomega.1c00574,HAWGUL,333.0,8.35e-06,85.0,,,2 Ni,,,,,
243,243,10.1021/acsomega.1c00574,HAWGUL,343.0,1.27e-05,85.0,,,2 Ni,,,,,
244,244,10.1021/acsomega.1c00574,HAWGUL,353.0,1.75e-05,85.0,,,2 Ni,,,,,
245,245,10.1021/acsomega.1c00574,HAWGUL,363.0,2.64e-05,85.0,,,2 Ni,,,,,
246,246,10.1021/acsomega.1c00574,HAWGUL,303.0,6.45e-06,93.0,,,2 Ni,,,,,
247,247,10.1021/acsomega.1c00574,HAWGUL,313.0,7.61e-06,93.0,,,2 Ni,,,,,
248,248,10.1021/acsomega.1c00574,HAWGUL,323.0,8.96e-06,93.0,,,2 Ni,,,,,
249,249,10.1021/acsomega.1c00574,HAWGUL,333.0,1.07e-05,93.0,,,2 Ni,,,,,
250,250,10.1021/acsomega.1c00574,HAWGUL,343.0,1.4e-05,93.0,,,2 Ni,,,,,
251,251,10.1021/acsomega.1c00574,HAWGUL,353.0,2.08e-05,93.0,,,2 Ni,,,,,
252,252,10.1021/acsomega.1c00574,HAWGUL,363.0,4.32e-05,93.0,,,2 Ni,,,,,
253,253,10.1021/acsomega.1c00574,HAWGUL,303.0,1.01e-05,98.0,0.38,,2 Ni,,,,,
254,254,10.1021/acsomega.1c00574,HAWGUL,313.0,1.54e-05,98.0,0.38,,2 Ni,,,,,
255,255,10.1021/acsomega.1c00574,HAWGUL,323.0,2.13e-05,98.0,0.38,,2 Ni,,,,,
256,256,10.1021/acsomega.1c00574,HAWGUL,333.0,2.76e-05,98.0,0.38,,2 Ni,,,,,
257,257,10.1021/acsomega.1c00574,HAWGUL,343.0,4.63e-05,98.0,0.38,,2 Ni,,,,,
258,258,10.1021/acsomega.1c00574,HAWGUL,353.0,7.21e-05,98.0,0.38,,2 Ni,,,,,
259,259,10.1021/acsomega.1c00574,HAWGUL,363.0,0.000129,98.0,0.38,,2 Ni,,,,,
260,260,10.1021/jacsau.1c00388,PAZNAJ,333.0,0.0071,95.0,0.4,Me2NH,1,,,,,
261,261,10.1021/jacsau.1c00388,PAZNAJ,327.9054058,0.005483356,95.0,0.4,Me2NH,1,,,,,
262,262,10.1021/jacsau.1c00388,PAZNAJ,322.8743567,0.004550818,95.0,0.4,Me2NH,1,,,,,
263,263,10.1021/jacsau.1c00388,PAZNAJ,317.7064139,0.003416571,95.0,0.4,Me2NH,1,,,,,
264,264,10.1021/jacsau.1c00388,PAZNAJ,312.8402137,0.002982225,95.0,0.4,Me2NH,1,,,,,
265,265,10.1021/jacsau.1c00388,PAZNAJ,307.8486001,0.002238818,95.0,0.4,Me2NH,1,,,,,
266,266,10.1021/jacsau.1c00388,PAZNAJ,302.7495716,0.001768819,95.0,0.4,Me2NH,1,,,,,
267,267,10.1021/jacsau.1c00388,PAZNAJ,298.0,0.0014,95.0,0.4,Me2NH,1,,,,,
268,268,10.1021/jacsau.1c00388,PAZNAJ,292.7931885,0.001221417,95.0,0.4,Me2NH,1,,,,,
269,269,10.1021/jacsau.1c00388,PAZNAJ,287.6994117,0.000918288,95.0,0.4,Me2NH,1,,,,,
270,270,10.1021/jacsau.1c00388,PAZNAJ,333.0,1.3e-07,0.0,0.79,Me2NH,1,,,,,
271,271,10.1021/jacsau.1c00388,PAZNAJ,327.9979008,9.61e-08,0.0,0.79,Me2NH,1,,,,,
272,272,10.1021/jacsau.1c00388,PAZNAJ,322.8159884,6.2e-08,0.0,0.79,Me2NH,1,,,,,
273,273,10.1021/jacsau.1c00388,PAZNAJ,318.0863923,4.42e-08,0.0,0.79,Me2NH,1,,,,,
274,274,10.1021/jacsau.1c00388,PAZNAJ,312.9283206,2.85e-08,0.0,0.79,Me2NH,1,,,,,
275,275,10.1021/jacsau.1c00388,PAZNAJ,307.9358139,1.75e-08,0.0,0.79,Me2NH,1,,,,,
276,276,10.1021/jacsau.1c00388,PAZNAJ,302.9678733,1.07e-08,0.0,0.79,Me2NH,1,,,,,
277,277,10.1021/jacsau.1c00388,PAZNAJ,297.9009896,6.93e-09,0.0,0.79,Me2NH,1,,,,,
278,278,10.1021/jacsau.1c00388,PAZNAJ,292.8789414,3.66e-09,0.0,0.79,Me2NH,1,,,,,
279,279,10.1021/jacsau.1c00388,PAZNAJ,287.9023435,2.25e-09,0.0,0.79,Me2NH,1,,,,,
285,285,10.1021/acs.cgd.0c01042,OMIBAQ,313.0,0.000322,90.0,,methanol,PDA-WC,,,,,
286,286,10.1021/acs.cgd.1c00385,YAHWAJ,298.0,7.01e-07,98.0,,,1,78.0,,,,
294,294,10.1021/acs.cgd.1c00385,YAHWAJ,298.0,7.4e-10,33.1052,,,1,45.0,,,,
295,295,10.1021/acs.cgd.1c00385,YAHWAJ,298.0,9.33e-10,53.2154,,,1,48.0,,,,
296,296,10.1021/acs.cgd.1c00385,YAHWAJ,298.0,2.95e-09,74.9363,,,1,53.0,,,,
297,297,10.1021/acs.cgd.1c00872,WAVWAV,298.0,9.66e-09,30.0,0.34,,,34.814890470755934,0.028,,,
298,298,10.1021/acs.cgd.1c00872,WAVWAV,300.0,1.04e-08,30.0,0.34,,,34.814890470755934,0.028,,,
299,299,10.1021/acs.cgd.1c00872,WAVWAV,302.0,1.13e-08,30.0,0.34,,,34.814890470755934,0.028,,,
300,300,10.1021/acs.cgd.1c00872,WAVWAV,304.0,1.23e-08,30.0,0.34,,,34.814890470755934,0.028,,,
301,301,10.1021/acs.cgd.1c00872,WAVWAV,306.0,1.32e-08,30.0,0.34,,,34.814890470755934,0.028,,,
302,302,10.1021/acs.cgd.1c00872,WAVWAV,298.0,6.82e-08,50.0,0.65,,,43.51861308844492,0.035,,,
303,303,10.1021/acs.cgd.1c00872,WAVWAV,300.0,7.9e-08,50.0,0.65,,,43.51861308844492,0.035,,,
304,304,10.1021/acs.cgd.1c00872,WAVWAV,302.0,9.53e-08,50.0,0.65,,,43.51861308844492,0.035,,,
305,305,10.1021/acs.cgd.1c00872,WAVWAV,304.0,1.11e-07,50.0,0.65,,,43.51861308844492,0.035,,,
306,306,10.1021/acs.cgd.1c00872,WAVWAV,306.0,1.27e-07,50.0,0.65,,,43.51861308844492,0.035,,,
307,307,10.1021/acs.cgd.1c00872,WAVWAV,298.0,4.5e-06,70.0,0.71,,,49.73555781536562,0.04,,,
308,308,10.1021/acs.cgd.1c00872,WAVWAV,300.0,5.6e-06,70.0,0.71,,,49.73555781536562,0.04,,,
309,309,10.1021/acs.cgd.1c00872,WAVWAV,302.0,6.69e-06,70.0,0.71,,,49.73555781536562,0.04,,,
310,310,10.1021/acs.cgd.1c00872,WAVWAV,304.0,7.71e-06,70.0,0.71,,,49.73555781536562,0.04,,,
311,311,10.1021/acs.cgd.1c00872,WAVWAV,306.0,9.17e-06,70.0,0.71,,,49.73555781536562,0.04,,,
312,312,10.1021/acs.cgd.1c00872,WAVWAV,298.0,0.000317,90.0,1.05,,,72.11655883228015,0.058,,,
313,313,10.1021/acs.cgd.1c00872,WAVWAV,300.0,0.000462,90.0,1.05,,,72.11655883228015,0.058,,,
314,314,10.1021/acs.cgd.1c00872,WAVWAV,302.0,0.000565,90.0,1.05,,,72.11655883228015,0.058,,,
315,315,10.1021/acs.cgd.1c00872,WAVWAV,304.0,0.000721,90.0,1.05,,,72.11655883228015,0.058,,,
316,316,10.1021/acs.cgd.1c00872,WAVWAV,306.0,0.000939,90.0,1.05,,,72.11655883228015,0.058,,,
357,357,10.1021/acs.cgd.2c00875,YEQSEW,313.0,1.43e-07,68.0,0.93,,1,203.91578704299903,0.164,,,
358,358,10.1021/acs.cgd.2c00875,YEQSEW,323.0,8.37e-07,68.0,0.93,,1,203.91578704299903,0.164,,,
